case_id,MRI_Shape,WT_Dice,TC_Dice,ET_Dice,WT_HD95,TC_HD95,ET_HD95,fg_volume,fg_mean_t1n,fg_mean_t1c,fg_mean_t2w,fg_mean_t2f,BG_Dice_wo,NC_Dice_wo,ED_Dice_wo,ET_Dice_wo,NC_Volume,ED_Volume,ET_Volume,BG_Volume,BG_Precision,NC_Precision,ED_Precision,ET_Precision,BG_Recall,NC_Recall,ED_Recall,ET_Recall,BG_F1,NC_F1,ED_F1,ET_F1,BG_TP,BG_FP,BG_FN,NC_TP,NC_FP,NC_FN,ED_TP,ED_FP,ED_FN,ET_TP,ET_FP,ET_FN,conf_BG_BG,conf_BG_NC,conf_BG_ED,conf_BG_ET,conf_NC_BG,conf_NC_NC,conf_NC_ED,conf_NC_ET,conf_ED_BG,conf_ED_NC,conf_ED_ED,conf_ED_ET,conf_ET_BG,conf_ET_NC,conf_ET_ED,conf_ET_ET,GT_Unique_Labels,recons_unique_labels,FP_Count,FP_Boundary_Ratio,FP_in_BG,FP_in_NC,FP_in_ED,FP_in_ET
BraTS2021_00336,"torch.Size([1, 4, 240, 240, 155])",0.9795467853546143,0.9848054647445679,0.9551302194595337,1.0,1.0,1.0,145124,354.20483,1008.903564453125,1004.16296,436.57434,0.9996499419212341,0.9799001216888428,0.9712545275688171,0.9545838832855225,15527,112429,17168,8782876,0.9999060203907273,0.9981979576853768,0.9554489494136662,0.9280259326410637,0.9994078249539217,0.9632253493913827,0.9884816195109802,0.9838653308480895,0.9996568606013561,0.9803998688954442,0.9716846269863822,0.9551301987616274,8777675,825,5201,14956,27,571,111134,5182,1295,16891,1310,277,8777675,0,5035,166,0,14956,6,565,716,0,111134,579,109,27,141,16891,4,4,6519,0.998005829113364,5201,571,579,168
BraTS2021_01493,"torch.Size([1, 4, 240, 240, 155])",0.8977475762367249,0.7622395157814026,0.8897899985313416,4.0,6.4031243324279785,1.7320507764816284,77001,353.6672,1076.815185546875,820.604,369.16882,0.9991353750228882,0.5043299198150635,0.7983890771865845,0.8886696696281433,18873,39845,18283,8850999,0.9987157408607302,0.6279885240675805,0.8183523004598351,0.903899328480334,0.9995964297363495,0.4175276850527208,0.7994980549629815,0.8761144232346989,0.9991558912315399,0.5015753795232488,0.808815315086579,0.889790023330741,8847427,11377,3572,7880,4668,10993,31856,7071,7989,16018,1703,2265,8847427,378,3068,126,6169,7880,3408,1416,3921,3907,31856,161,1287,383,595,16018,4,4,13442,0.9942716857603078,3572,4824,4068,978
BraTS2021_01241,"torch.Size([1, 4, 240, 240, 155])",0.9036892056465149,0.9504345655441284,0.8607071042060852,10.677078247070312,1.7320507764816284,1.4142135381698608,132682,317.00156,624.71044921875,554.83716,240.99205,0.9986270666122437,0.8699801564216614,0.7892859578132629,0.8601447939872742,30245,70436,32001,8795318,0.9977714070905461,0.9597275334608031,0.906871043721478,0.7921965317919075,0.9994927983274737,0.7965944784261861,0.6996848202623658,0.9421893065841692,0.9986313608973402,0.8705848344143525,0.7899182561307901,0.8607070981002269,8790857,19635,4461,24093,1011,6152,49283,5061,21153,30151,7909,1850,8790857,26,3307,1128,449,24093,1271,4432,18740,64,49283,2349,446,921,483,30151,4,4,13981,0.9912738716822893,4461,5703,2413,1404
BraTS2021_00705,"torch.Size([1, 4, 240, 240, 155])",0.9014028310775757,0.8293757438659668,0.8577483296394348,40.234310150146484,5.099019527435303,5.916079998016357,17329,1734.6146,3664.45556640625,571.05414,1646.0621,0.9998002052307129,0.23299795389175415,0.8242477178573608,0.857480525970459,554,12597,4178,8910671,0.9998291856228165,0.9242424242424242,0.776721426074799,0.9602609727164887,0.9997827324115097,0.11010830324909747,0.8820354052552195,0.77501196744854,0.9998059584775832,0.1967741935483871,0.8260352390156865,0.8577483443708609,8908735,1522,1936,61,5,493,11111,3194,1486,3238,134,940,8908735,0,1899,37,0,61,409,84,1473,0,11111,13,49,5,886,3238,4,4,3333,0.5934593459328129,1936,493,13,891
BraTS2021_00708,"torch.Size([1, 4, 240, 240, 155])",0.940861165523529,0.9402547478675842,0.898711085319519,2.8284270763397217,2.2360680103302,1.7320507764816284,16530,695.6444,2898.962890625,313.9089,731.94696,0.9998801350593567,0.8320603370666504,0.827830970287323,0.8986583948135376,1662,7632,7236,8911470,0.9999767672387089,0.9882943143812709,0.795977357581597,0.8244318837236129,0.9997929634504745,0.7111913357400722,0.8659591194968553,0.9877003869541183,0.999884856897661,0.8271518544436669,0.829494822717289,0.8987110971392643,8909625,207,1845,1182,14,480,6609,1694,1023,7147,1522,89,8909625,0,1683,162,0,1182,0,480,141,2,6609,880,66,12,11,7147,4,4,3230,0.8566563467465739,1845,480,882,23
BraTS2021_01492,"torch.Size([1, 4, 240, 240, 155])",0.9732988476753235,0.9184355139732361,0.9465363025665283,1.0,3.605551242828369,1.4142135381698608,49010,240.33742,350.3240966796875,450.30426,207.03964,0.999845564365387,0.16314125061035156,0.8314769864082336,0.9450863003730774,2247,19499,27264,8878990,0.9999259939369096,0.1632213608957795,0.8176479297241277,0.9380132545742689,0.9997751996567177,0.16866933689363595,0.8496845992102159,0.9552156690140845,0.9998505911112355,0.16590063471219085,0.8333584829736935,0.9465363087882532,8876994,657,1996,379,1943,1868,16568,3695,2931,26043,1721,1221,8876994,37,1612,347,0,379,1425,443,597,1403,16568,931,60,503,658,26043,4,4,7359,0.9949721429528537,1996,1868,2334,1161
BraTS2021_01331,"torch.Size([1, 4, 240, 240, 155])",0.9130381345748901,0.9660541415214539,0.9375224113464355,4.582575798034668,1.4142135381698608,1.4142135381698608,82008,1220.2084,1510.81689453125,493.6884,325.85678,0.9991337060928345,0.9353112578392029,0.8926791548728943,0.9353664517402649,2734,71176,8098,8845992,0.999590984182572,0.9633307868601986,0.8541217861285676,0.9079130032392411,0.9987205505046806,0.922457937088515,0.9413987861076768,0.9691281797974809,0.9991555777698851,0.9424514200298953,0.8956390977443609,0.9375223987576156,8834674,3615,11318,2522,96,212,67005,11444,4171,7848,796,250,8834674,0,11284,34,0,2522,0,212,3615,6,67005,550,0,90,160,7848,4,4,12336,0.7016861219190161,11318,212,556,250
BraTS2021_00072,"torch.Size([1, 4, 240, 240, 155])",0.8736190795898438,0.9723308086395264,0.9334715008735657,15.165750503540039,1.4142135381698608,1.0,74301,756.15027,3577.301025390625,684.94653,2073.323,0.9988313317298889,0.9396279454231262,0.6678954362869263,0.9325361251831055,16346,24534,33421,8853699,0.9996280428958851,0.9575115733400976,0.5383508632665212,0.9513202858030444,0.998050758219813,0.9237122231738651,0.8845683541208119,0.9162801831183987,0.9988387778784303,0.9403082671648763,0.6693396662862783,0.9334715215436435,8836441,3288,17258,15099,670,1247,21702,18610,2832,30623,1567,2798,8836441,0,17162,96,16,15099,112,1119,2480,0,21702,352,792,670,1336,30623,4,4,20847,0.30944500407717684,17258,1231,352,2006
BraTS2021_01192,"torch.Size([1, 4, 240, 240, 155])",0.9665629267692566,0.1558203101158142,0.13167697191238403,3.0,23.34523582458496,22.472204208374023,169214,954.8098,1128.153564453125,1355.6735,1424.6556,0.9993314743041992,0.18710112571716309,0.8140206933021545,0.13051843643188477,1365,164528,3321,8758786,0.9992287462932568,0.10785937787594331,0.9570093305493932,0.07237195960078886,0.99948817107759,0.8586080586080586,0.7131734416026452,0.729298404095152,0.9993584418493177,0.19164418281416074,0.8172921542404993,0.13167695109685487,8754303,6757,4483,1172,9694,193,117337,5271,47191,2422,31044,899,8754303,8,4464,11,46,1172,117,30,6697,9491,117337,31003,14,195,690,2422,4,4,46009,0.9927188158836331,4483,147,40494,885
BraTS2021_01311,"torch.Size([1, 4, 240, 240, 155])",0.9431303143501282,0.9791831970214844,0.9798271656036377,6.164413928985596,1.7320507764816284,1.0,97479,339.379,499.734619140625,653.3864,472.2125,0.9993758797645569,0.7263442277908325,0.854739248752594,0.9793000817298889,1188,46154,50137,8830521,0.9990646529109721,0.6351689612015019,0.9134521245349521,0.9886100621269338,0.999717570458187,0.8543771043771043,0.808597304675651,0.9711989149729741,0.9993910050443167,0.7286432160804021,0.857832433053672,0.9798271473272228,8828027,8265,2494,1015,583,173,37320,3536,8834,48693,561,1444,8828027,0,2487,7,0,1015,1,172,8014,438,37320,382,251,145,1048,48693,4,4,4680,0.9737179487158681,2494,173,820,1193
BraTS2021_01104,"torch.Size([1, 4, 240, 240, 155])",0.8632568717002869,0.8884726762771606,0.8640504479408264,26.758176803588867,10.049875259399414,7.549834251403809,99795,265.43048,630.6218872070312,597.5107,246.93784,0.998515248298645,0.799193263053894,0.303264856338501,0.861981987953186,14612,9892,75291,8828205,0.998108385557496,0.918035667223052,0.2398410896708286,0.9427669697112441,0.9989116700393794,0.7151656173008486,0.42721391023048927,0.7974658325696299,0.9985098662412323,0.8040007693787267,0.3072113986624019,0.8640504252471615,8818597,16713,9608,10450,933,4162,4226,13394,5666,60042,3645,15249,8818597,64,8987,557,494,10450,1505,2163,4504,237,4226,925,11715,632,2902,60042,4,4,17972,0.5642666369905607,9608,3668,1162,3534
BraTS2021_00419,"torch.Size([1, 4, 240, 240, 155])",0.8729857206344604,0.959341287612915,0.908790111541748,3.0,1.4142135381698608,1.0,32190,331.64453,730.4429321289062,607.2096,231.61612,0.9994910359382629,0.935979962348938,0.83405601978302,0.9069063067436218,3279,24445,4466,8895810,0.999840376957857,0.9319482083709726,0.7543773038441285,0.8954575092371224,0.9991529720171631,0.9438853308935651,0.9376559623644917,0.922525750111957,0.9994965562966335,0.9378787878787879,0.8360903901220157,0.9087901180103672,8888275,1419,7535,3095,226,184,22921,7463,1524,4120,481,346,8888275,3,7247,285,0,3095,103,81,1405,4,22921,115,14,219,113,4120,4,4,8170,0.8139534883710967,7535,184,119,332
BraTS2021_01154,"torch.Size([1, 4, 240, 240, 155])",0.5800186991691589,0.8908218145370483,0.8828149437904358,9.69536018371582,3.1622776985168457,2.8284270763397217,14911,2416.3745,5774.4892578125,576.46625,874.72534,0.9993886947631836,0.5124731063842773,0.3353304862976074,0.8806520700454712,118,9611,5182,8913089,0.9991284211404463,0.34626865671641793,0.526,0.9651934966796428,0.9997123331765227,0.9830508474576272,0.2736447820206014,0.8133925125434195,0.9994202918707333,0.5121412803532008,0.3600027376634043,0.8828149544454916,8910525,7773,2564,116,219,2,2630,2370,6981,4215,152,967,8910525,97,2318,149,0,116,0,2,6980,0,2630,1,793,122,52,4215,4,4,2741,0.422473549797802,2564,2,1,174
BraTS2021_01041,"torch.Size([1, 4, 240, 240, 155])",0.9513155817985535,0.8979332447052002,0.7211647033691406,3.316624879837036,5.74456262588501,4.123105525970459,91481,336.84128,634.40380859375,942.3124,332.8739,0.9994809031486511,0.8988410234451294,0.6872599720954895,0.7157679200172424,50369,30827,10285,8836519,0.9996513325041537,0.8947937982055721,0.6873783257624919,0.6520235756385069,0.9993246209282185,0.9028767694415216,0.687222240243942,0.8067087992221682,0.9994879500174022,0.8988171118555631,0.687300274141483,0.7211647109952195,8830551,3080,5968,45477,5347,4892,21185,9635,9642,8297,4428,1988,8830551,315,5315,338,159,45477,3270,1463,2509,4506,21185,2627,412,526,1050,8297,4,4,19410,0.9779495105610623,5968,4733,7133,1576
