case_id,MRI_Shape,WT_Dice,TC_Dice,ET_Dice,WT_HD95,TC_HD95,ET_HD95,fg_volume,fg_mean_t1n,fg_mean_t1c,fg_mean_t2w,fg_mean_t2f,BG_Dice_wo,NC_Dice_wo,ED_Dice_wo,ET_Dice_wo,NC_Volume,ED_Volume,ET_Volume,BG_Volume,BG_Precision,NC_Precision,ED_Precision,ET_Precision,BG_Recall,NC_Recall,ED_Recall,ET_Recall,BG_F1,NC_F1,ED_F1,ET_F1,BG_TP,BG_FP,BG_FN,NC_TP,NC_FP,NC_FN,ED_TP,ED_FP,ED_FN,ET_TP,ET_FP,ET_FN,conf_BG_BG,conf_BG_NC,conf_BG_ED,conf_BG_ET,conf_NC_BG,conf_NC_NC,conf_NC_ED,conf_NC_ET,conf_ED_BG,conf_ED_NC,conf_ED_ED,conf_ED_ET,conf_ET_BG,conf_ET_NC,conf_ET_ED,conf_ET_ET,GT_Unique_Labels,recons_unique_labels,FP_Count,FP_Boundary_Ratio,FP_in_BG,FP_in_NC,FP_in_ED,FP_in_ET
BraTS2021_01540,"torch.Size([1, 4, 240, 240, 155])",0.9788941740989685,0.9209694862365723,0.9379809498786926,1.0,5.74456262588501,1.4142135381698608,103998,448.0425,544.4816284179688,675.6313,365.60162,0.9997419118881226,0.5317398309707642,0.9106804728507996,0.9365257620811462,4667,63530,35801,8824002,0.999798711253333,0.37297343911693687,0.9480700324350027,0.9574932355765035,0.999701722642402,0.9267195200342833,0.8787816779474265,0.9192480656964889,0.9997502145955822,0.5318821865584455,0.9121118798859635,0.9379809610670923,8821370,1776,2632,4325,7271,342,55829,3058,7701,32910,1461,2891,8821370,19,2589,24,4,4325,65,273,1579,4958,55829,1164,193,2294,404,32910,4,4,11790,0.910347752331713,2632,338,6122,2698
BraTS2021_01049,"torch.Size([1, 4, 240, 240, 155])",0.8370309472084045,0.8753262162208557,0.8634403347969055,21.58472442626953,2.0,1.4142135381698608,57780,331.53613,562.1898803710938,713.4535,294.66263,0.9988242387771606,0.6390047669410706,0.7952593564987183,0.8625672459602356,1350,49600,6830,8870220,0.9993677990083857,0.8057713651498335,0.7416429037688529,0.810772592878262,0.9983409656130288,0.5377777777777778,0.8704435483870968,0.9234260614934114,0.9988541184116744,0.6450466459351399,0.8008978425807409,0.8634403449928126,8855504,5602,14716,726,175,624,43174,15040,6426,6307,1472,523,8855504,0,14496,220,38,726,263,323,5345,152,43174,929,219,23,281,6307,4,4,16687,0.5979505003891664,14716,586,1081,304
BraTS2021_01653,"torch.Size([1, 4, 240, 240, 155])",0.9582279324531555,0.9775295257568359,0.9207764863967896,1.4142135381698608,1.0,1.4142135381698608,102252,134.09496,260.0208435058594,420.13364,298.513,0.9994919300079346,0.9443477988243103,0.921206533908844,0.918484628200531,18473,63735,20044,8825748,0.9995088309031133,0.9649478726401803,0.9242918024567561,0.9094403892944039,0.9995238930456659,0.926920370270124,0.9255824899976465,0.9323987228098184,0.9995163619176451,0.9455519355016843,0.9249366959603007,0.9207764694289796,8821546,4335,4202,17123,622,1350,58992,4832,4743,18689,1861,1355,8821546,22,4162,18,15,17123,164,1171,4031,40,58992,672,289,560,506,18689,4,4,7315,0.9773069036213571,4202,1335,712,1066
BraTS2021_01591,"torch.Size([1, 4, 240, 240, 155])",0.9470189213752747,0.8854303359985352,0.9215918183326721,2.2360680103302,2.4494898319244385,2.2360680103302,39457,279.60608,380.43499755859375,409.29745,351.1517,0.999743640422821,5.960464477539063e-08,0.9335854053497314,0.9195300936698914,0,36940,2517,8888543,0.9999568933353157,0.0,0.8971848833453425,0.9140289175459164,0.9995512200368497,0.0,0.9775040606388739,0.9292808899483512,0.9997540155332552,0.0,0.9356238744866363,0.921591804570528,8884554,383,3989,0,257,0,36109,4138,831,2339,220,178,8884554,0,3982,7,0,0,0,0,383,235,36109,213,0,22,156,2339,3,4,4615,0.8052004333677028,3989,0,448,178
BraTS2021_01651,"torch.Size([1, 4, 240, 240, 155])",0.9430933594703674,0.9815547466278076,0.9721344709396362,2.0,1.0,1.0,20044,274.67078,1255.5599365234375,822.98145,382.5914,0.9998624920845032,0.9357789754867554,0.849538266658783,0.9715418219566345,1588,8176,10280,8907956,0.9999330848415722,0.9507453013609851,0.8128176795580111,0.9571940411088063,0.9998034341435903,0.9238035264483627,0.899706457925636,0.9875486381322958,0.9998682552897017,0.937080804854679,0.854057819575061,0.9721344441252514,8906205,596,1751,1467,76,121,7356,1694,820,10152,454,128,8906205,0,1651,100,0,1467,3,118,558,26,7356,236,38,50,40,10152,4,4,2224,0.8682553956795492,1751,121,262,90
BraTS2021_00399,"torch.Size([1, 4, 240, 240, 155])",0.955085813999176,0.9830255508422852,0.9627758264541626,2.0,1.0,1.0,65222,265.38153,715.2855834960938,626.8571,249.87778,0.9996771216392517,0.9876918792724609,0.8822829723358154,0.9616451263427734,17692,25256,22274,8862778,0.999444454406522,0.9848493350541496,0.949788125939764,0.9854275372537958,0.9999159405775481,0.992030296179064,0.8253484320557491,0.9411421388165574,0.999680141899454,0.9884267732942866,0.8832065758532297,0.9627758513789698,8862033,4926,745,17551,270,141,20845,1102,4411,20963,310,1311,8862033,57,591,97,4,17551,5,132,4330,0,20845,81,592,213,506,20963,4,4,1682,0.9322235433951711,745,137,81,719
BraTS2021_01013,"torch.Size([1, 4, 240, 240, 155])",0.9789372682571411,0.9332512617111206,0.9290860295295715,1.0,1.7320507764816284,1.4142135381698608,72110,2496.9058,4579.25048828125,1602.6509,908.23816,0.9998127818107605,0.928480863571167,0.9613969326019287,0.929043173789978,317,60827,10966,8855890,0.9999736820198384,0.8792134831460674,0.944325041878694,0.9233540484553724,0.9996770510925497,0.9873817034700315,0.9823762473901393,0.9348896589458325,0.9998253445548752,0.9301634472511144,0.9629749002860482,0.9290860483030495,8853030,233,2860,313,43,4,59755,3523,1072,10252,851,714,8853030,0,2859,1,0,313,0,4,226,0,59755,846,7,43,664,10252,4,4,4417,0.999547203982342,2860,4,846,707
BraTS2021_01409,"torch.Size([1, 4, 240, 240, 155])",0.935240626335144,0.9692586660385132,0.9643048048019409,5.385164737701416,1.0,1.0,38696,313.92697,675.62841796875,526.2378,199.58041,0.9997000694274902,0.9559459090232849,0.7793874144554138,0.9627424478530884,2359,10589,25748,8889304,0.9998465150015833,0.9695652173913043,0.6877442273534636,0.9834834228486048,0.9995718449948388,0.9453158117846545,0.9141561998300123,0.945859872611465,0.9997091611318211,0.9572869714531015,0.7849497242945184,0.9643048048939835,8885498,1364,3806,2230,70,129,9680,4395,909,24354,409,1394,8885498,0,3746,60,2,2230,44,83,643,0,9680,266,719,70,605,24354,4,4,4874,0.6345917111189278,3806,127,266,675
BraTS2021_01638,"torch.Size([1, 4, 240, 240, 155])",0.8479769229888916,0.9582513570785522,0.9229677319526672,60.4276008605957,2.2360680103302,1.0,61557,858.0427,1538.4505615234375,984.6978,677.1912,0.9987659454345703,0.9580102562904358,0.6729660034179688,0.922038733959198,14969,25520,21068,8866443,0.9999153302831134,0.9690890481064484,0.5357490159759204,0.8663030353499604,0.9976254288219075,0.9487607722626762,0.9067006269592477,0.9875640782228973,0.998769067026426,0.9588171752633,0.673526415368942,0.9229677276255961,8845389,749,21054,14202,453,767,23139,20051,2381,20806,3211,262,8845389,80,19905,1069,48,14202,35,684,653,270,23139,1458,48,103,111,20806,4,4,23715,0.21092135779033905,21054,719,1728,214
BraTS2021_01126,"torch.Size([1, 4, 240, 240, 155])",0.9870984554290771,0.9801584482192993,0.9756116271018982,1.0,1.4142135381698608,1.0,88866,606.3684,387.4988098144531,918.15643,495.0812,0.9998607039451599,0.952104389667511,0.9232640862464905,0.9747089147567749,9140,28379,51347,8839134,0.9999394652233365,0.9519125683060109,0.9422235191129268,0.9556398139673883,0.9997993016057908,0.9529540481400438,0.9102505373691815,0.9964360137885369,0.9998693785024622,0.9524330235101148,0.9259611076261314,0.9756116164216387,8837360,535,1774,8710,440,430,25832,1584,2547,51164,2375,183,8837360,0,1467,307,0,8710,39,391,531,339,25832,1677,4,101,78,51164,4,4,4399,0.9999999999977268,1774,430,2016,179
BraTS2021_01545,"torch.Size([1, 4, 240, 240, 155])",0.9484602212905884,0.949623703956604,0.9336188435554504,7.348469257354736,2.8284270763397217,2.2360680103302,38243,710.7991,1573.108154296875,836.15674,441.50583,0.9997637271881104,0.9232853651046753,0.9360483288764954,0.9304988384246826,895,30661,6687,8889757,0.9998537410014151,0.9948586118251928,0.911790957495922,0.9553920801377367,0.9996945923268769,0.864804469273743,0.9662111477120773,0.9128159114700164,0.9997741603306405,0.9252839210998207,0.9382125665062072,0.9336188436830836,8887042,1300,2715,774,4,121,29625,2866,1036,6104,285,583,8887042,0,2605,110,0,774,0,121,982,0,29625,54,318,4,261,6104,4,4,3155,0.7232963549897835,2715,121,54,265
BraTS2021_01175,"torch.Size([1, 4, 240, 240, 155])",0.9747604727745056,0.9656637907028198,0.9603167176246643,1.0,2.2360680103302,2.2360680103302,185687,1223.0784,1834.7095947265625,2944.599,1349.4839,0.9994326233863831,0.915469229221344,0.9207469820976257,0.959872305393219,15162,74984,95541,8742313,0.9994963240118004,0.9650619985412108,0.8850288587082525,0.9864581493907822,0.999429784772062,0.8726421316449017,0.9672596820655073,0.935525062538596,0.9994630532844689,0.9165281241341092,0.9243189855672731,0.9603167355183213,8737328,4403,4985,13231,479,1931,72529,9422,2455,89381,1227,6160,8737328,0,4907,78,415,13231,788,728,2034,0,72529,421,1954,479,3727,89381,4,4,11128,0.9862508986331898,4985,1516,421,4206
BraTS2021_00657,"torch.Size([1, 4, 240, 240, 155])",0.9779127240180969,0.9827184677124023,0.9493183493614197,2.2360680103302,2.4494898319244385,1.0,245490,2527.3206,5364.8798828125,1052.166,1900.4841,0.9993376731872559,0.9773814678192139,0.9536324143409729,0.947727620601654,58276,125200,62014,8682510,0.9996062642357603,0.9770630423991373,0.9366017234631941,0.9583901661435309,0.9991341213543088,0.979494131374837,0.9748961661341853,0.9404166801044925,0.9993701370301883,0.9782770765315304,0.9553653544354823,0.9493183575469011,8674992,3417,7518,57081,1340,1195,122057,8262,3143,58319,2532,3695,8674992,0,6755,763,82,57081,18,1095,2345,124,122057,674,990,1216,1489,58319,4,4,12134,0.9305257952852064,7518,1113,798,2705
BraTS2021_00550,"torch.Size([1, 4, 240, 240, 155])",0.8477139472961426,0.8864803910255432,0.8262792825698853,4.582575798034668,2.2360680103302,5.0,30840,1769.8033,3332.062744140625,624.4999,1232.5483,0.9995144605636597,0.03471946716308594,0.6866253614425659,0.8248414397239685,1469,19476,9895,8897160,0.9992120306021929,0.8928571428571429,0.8305959302325582,0.7661025729580383,0.999826349082179,0.01701837985023826,0.5868248100225919,0.8967155128852956,0.9995190954500025,0.033400133600534405,0.687748224816464,0.8262792755040276,8895615,7015,1545,25,3,1444,11429,2331,8047,8873,2709,1022,8895615,0,1388,157,0,25,161,1283,6777,1,11429,1269,238,2,782,8873,4,4,5043,0.8522704739225615,1545,1444,1270,784
BraTS2021_00507,"torch.Size([1, 4, 240, 240, 155])",0.9729801416397095,0.9505925178527832,0.9234896302223206,1.4142135381698608,2.2360680103302,1.4142135381698608,161571,808.20105,5190.54052734375,919.0018,2223.0823,0.9994935393333435,0.9006328582763672,0.9628099203109741,0.9231225848197937,7418,123707,30446,8766429,0.9995117640341888,0.920601461495222,0.9496755542287932,0.9760032190803672,0.9994916972463931,0.8831221353464546,0.9772122838642923,0.8763384352624318,0.9995017305395718,0.901472409522499,0.963247158377855,0.9234896076700759,8761973,4280,4456,6551,565,867,120888,6406,2819,26681,656,3765,8761973,0,4438,18,13,6551,279,575,2756,0,120888,63,1511,565,1689,26681,4,4,7627,0.9783663301416305,4456,854,63,2254
BraTS2021_01416,"torch.Size([1, 4, 240, 240, 155])",0.9326612949371338,0.853722333908081,0.8437060117721558,3.0,8.602325439453125,7.071067810058594,217356,279.30966,472.3935241699219,593.65234,417.61096,0.9983285069465637,0.6594034433364868,0.7705665230751038,0.8430362343788147,64065,109913,43378,8710644,0.9981083486486139,0.8771089302732916,0.7356183471714914,0.7652666741733288,0.9985625632272425,0.5315226722859596,0.8117147198238607,0.9400617824703766,0.9983354042742107,0.6619236451286836,0.7717953597813111,0.8437060332698834,8698123,16485,12521,34052,4771,30013,89218,32065,20695,40778,12508,2600,8698123,103,12278,140,1991,34052,19366,8656,14010,2973,89218,3712,484,1695,421,40778,4,4,49344,0.963561932554928,12521,28022,6685,2116
BraTS2021_01328,"torch.Size([1, 4, 240, 240, 155])",0.980954647064209,0.8825288414955139,0.9425184726715088,3.1622776985168457,7.0,1.0,121908,185.97575,333.7750244140625,687.83594,419.96066,0.9997309446334839,0.7175191044807434,0.8644590973854065,0.9410566687583923,32931,57352,31625,8806092,0.9995185020851857,0.9618281758957655,0.8135892243495336,0.9206899671300625,0.9999628666155203,0.57386656949379,0.9246931231692007,0.9654071146245059,0.9997406349725896,0.7188421232811579,0.8655905203368806,0.9425184453431297,8805765,4242,327,18898,750,14033,53033,12151,4319,30531,2630,1094,8805765,0,271,56,808,18898,11401,1824,3355,214,53033,750,79,536,479,30531,4,4,15531,0.9999999999993561,327,13225,964,1015
BraTS2021_00750,"torch.Size([1, 4, 240, 240, 155])",0.9529363512992859,0.9840030074119568,0.9556398391723633,1.4142135381698608,1.0,1.0,50924,2433.1667,6149.7119140625,508.57047,1460.2708,0.9997299909591675,0.9714711308479309,0.9186126589775085,0.9552472233772278,7429,32296,11199,8877076,0.9996566965626743,0.9994306049822064,0.9376227739670885,0.9439846676539768,0.9998106358445056,0.9450800915331807,0.9015357939063661,0.9675863916421109,0.9997336602776861,0.9714957797149578,0.9192252442816777,0.9556398271452509,8875395,3048,1681,7021,4,408,29116,1937,3180,10836,643,363,8875395,0,1649,32,0,7021,0,408,2977,0,29116,203,71,4,288,10836,4,4,2584,0.888157894733405,1681,408,203,292
BraTS2021_00395,"torch.Size([1, 4, 240, 240, 155])",0.9776422381401062,0.9744784235954285,0.9601808786392212,9.22762393951416,1.4142135381698608,1.0,102344,319.84525,875.5581665039062,637.49896,324.9599,0.9997326135635376,0.9584280848503113,0.9618834853172302,0.9588234424591064,8617,66240,27487,8825656,0.9996630814408287,0.9806295399515739,0.9664142796326705,0.9704931435579174,0.9998219962346142,0.9400023209933852,0.9595863526570049,0.9500854949612544,0.9997425325226176,0.9598862357053979,0.9629882131927401,0.9601808956540923,8824085,2974,1571,8100,160,517,63563,2209,2677,26115,794,1372,8824085,0,1517,54,11,8100,150,356,2289,4,63563,384,674,156,542,26115,4,4,3163,0.9958899778659631,1571,506,388,698
BraTS2021_00838,"torch.Size([1, 4, 240, 240, 155])",0.8188995122909546,0.9227592349052429,0.8850408792495728,14.317821502685547,2.8284270763397217,1.7320507764816284,127577,341.3636,678.0791625976562,664.0645,219.14099,0.9976842999458313,0.9317076802253723,0.7577821016311646,0.8828698396682739,7191,101401,18985,8800423,0.9958446371797826,0.9792809262644728,0.9432907929393618,0.8830222315436241,0.9996039963079048,0.8938951467111668,0.6392639125846885,0.8870687384777456,0.9977207754898075,0.9346419483824064,0.7620738302374794,0.8850408597629871,8796938,36707,3485,6428,136,763,64822,3897,36579,16841,2231,2144,8796938,6,3115,364,179,6428,70,514,35218,8,64822,1353,1310,122,712,16841,4,4,6264,0.9779693486574426,3485,584,1361,834
BraTS2021_01251,"torch.Size([1, 4, 240, 240, 155])",0.9451906085014343,0.9609130024909973,0.8948788046836853,2.0,1.4142135381698608,1.4142135381698608,142132,267.09857,694.8751220703125,216.09529,360.68167,0.9990699291229248,0.9108977913856506,0.8974120020866394,0.8945404291152954,20008,91981,30143,8785868,0.9997466403345852,0.9868390402981598,0.861175742203493,0.8159512554987841,0.9984061904868136,0.8469612155137944,0.9375740642089128,0.9907109444978933,0.9990759657939917,0.9115653577192039,0.8977524697848243,0.8948787869707231,8771865,2223,14003,16946,226,3062,86239,13902,5742,29863,6736,280,8771865,0,13707,296,26,16946,139,2897,2197,2,86239,3543,0,224,56,29863,4,4,20864,0.9218749999995581,14003,3036,3545,280
BraTS2021_01326,"torch.Size([1, 4, 240, 240, 155])",0.9799878001213074,0.9854521751403809,0.9783985018730164,1.0,1.0,1.0,215769,1062.3119,1380.4443359375,1266.9469,833.66437,0.9994705319404602,0.9637530446052551,0.9690918922424316,0.977761447429657,7718,164307,43744,8712231,0.9996418969747126,0.9839665858259229,0.9672750347495014,0.9613449827905746,0.9993611280508976,0.9462295931588495,0.9741216138082979,0.9960680321872714,0.999501492795179,0.9647291941875825,0.970686251618518,0.9783985269681592,8706665,3119,5566,7303,119,415,160055,5415,4252,43572,1752,172,8706665,0,5354,212,11,7303,35,369,3064,17,160055,1171,44,102,26,43572,4,4,7286,0.9262970079592008,5566,404,1188,128
BraTS2021_01313,"torch.Size([1, 4, 240, 240, 155])",0.9690834879875183,0.9858323931694031,0.8395079970359802,2.0,1.0,5.74456262588501,182014,288.26535,543.6489868164062,730.70844,484.10974,0.9993664622306824,0.6864466071128845,0.9265111088752747,0.8377441763877869,36747,92141,53126,8745986,0.9989802113473709,0.9626789116310879,0.9664667137144202,0.7396256185899734,0.9997578317641944,0.5362886766266634,0.8917745628981669,0.9705793773293679,0.9993688702869572,0.6888391764829249,0.9276195099372887,0.8395079818627331,8743868,8926,2118,19707,764,17040,82169,2851,9972,51563,18152,1563,8743868,12,1875,231,1,19707,95,16944,8783,212,82169,977,142,540,881,51563,4,4,21767,0.9985298846873715,2118,17039,1189,1421
BraTS2021_01558,"torch.Size([1, 4, 240, 240, 155])",0.9482641220092773,1.0,1.0,4.582575798034668,,,66343,132.90459,0.0,659.66943,203.24837,0.9995755553245544,0.0005647540092468262,0.9462457299232483,2.7000904083251953e-05,0,66343,0,8861657,0.9999646530499223,0.0,0.9054880557307808,0.0,0.9992222673479689,0.0,0.9952820945691332,0.0,0.9995933223587755,0.0,0.948264100814993,0.0,8854765,313,6892,0,0,0,66030,6892,313,0,0,0,8854765,0,6892,0,0,0,0,0,313,0,66030,0,0,0,0,0,2,2,6892,0.682965757398893,6892,0,0,0
BraTS2021_01369,"torch.Size([1, 4, 240, 240, 155])",0.8807767033576965,0.9746684432029724,0.9512273073196411,9.433980941772461,1.0,1.0,56813,270.43948,410.57666015625,436.20047,379.42624,0.9992731809616089,0.9629193544387817,0.85112464427948,0.9453916549682617,2012,49968,4833,8871187,0.9986901929066414,0.9719859929964982,0.9772188066022093,0.9777195281782438,0.9999327034815071,0.9657057654075547,0.7666106308037144,0.9261328367473619,0.9993110619700067,0.968835701819995,0.8591967880493905,0.9512272872170864,8870590,11634,597,1943,56,69,38306,893,11662,4476,102,357,8870590,0,597,0,0,1943,3,66,11626,0,38306,36,8,56,293,4476,4,4,1051,0.9990485252045762,597,69,36,349
BraTS2021_01253,"torch.Size([1, 4, 240, 240, 155])",0.8494767546653748,0.9115729928016663,0.7724586129188538,8.5440034866333,6.480740547180176,3.7416574954986572,95815,277.6908,606.1170043945312,181.8413,324.83676,0.9983689785003662,0.8461862802505493,0.524635910987854,0.7722310423851013,44601,15904,35310,8832185,0.9983283131404822,0.9277127744830902,0.4199498634339806,0.8283676446749878,0.9984197568325391,0.778637250285868,0.7057344064386318,0.7236193712829226,0.9983740328926188,0.8466630096909855,0.5265651755764584,0.7724586199077923,8818228,14766,13957,34728,2706,9873,11224,15503,4680,25551,5294,9759,8818228,10,13526,421,4267,34728,975,4631,4375,63,11224,242,6124,2633,1002,25551,4,4,23503,0.6785091264942014,13957,5606,305,3635
BraTS2021_01333,"torch.Size([1, 4, 240, 240, 155])",0.9647083282470703,0.9563196897506714,0.9410058259963989,1.0,1.0,1.0,4830,147.52982,238.2723846435547,293.85754,161.18549,0.9999778270721436,0.580885648727417,0.9443501830101013,0.9392938017845154,27,3720,1083,8923170,0.9999794916529907,0.43859649122807015,0.9417862838915471,0.9878172588832488,0.9999824053559442,0.9259259259259259,0.9524193548387097,0.8984302862419206,0.999980948502345,0.5952380952380952,0.9470729751403368,0.9410058027079303,8923013,183,157,25,32,2,3543,219,177,973,12,110,8923013,1,152,4,0,25,2,0,169,0,3543,8,14,31,65,973,4,4,263,0.9505703421691798,157,2,8,96
BraTS2021_01136,"torch.Size([1, 4, 240, 240, 155])",0.9859461188316345,0.9791598320007324,0.9632083177566528,1.0,2.2360680103302,1.4142135381698608,174894,261.9159,436.21710205078125,646.2666,405.47443,0.999703586101532,0.9659873843193054,0.9447333812713623,0.9625293016433716,23480,76130,75284,8753106,0.9999079974028982,0.9643613865581829,0.9107921886962123,0.9826833245805577,0.9995249686225667,0.9692078364565587,0.9845001970313937,0.9444901971202381,0.999716446324569,0.9667785377458685,0.9462129389411758,0.9632083011609163,8748948,805,4158,22757,841,723,74950,7341,1180,71105,1253,4179,8748948,0,4023,135,6,22757,89,628,690,0,74950,490,109,841,3229,71105,4,4,9435,0.9845257021717174,4158,717,490,4070
BraTS2021_01332,"torch.Size([1, 4, 240, 240, 155])",0.9735837578773499,0.9657934904098511,0.9588288068771362,1.0,1.4142135381698608,1.0,74506,1143.0054,2935.40185546875,1705.2158,1282.7589,0.9997738003730774,0.7844622731208801,0.9590861201286316,0.957229733467102,5240,49019,20247,8853494,0.999720820836433,0.9694763371604592,0.9601435972749154,0.9444284756155984,0.9998376911985257,0.6606870229007633,0.9602807074807728,0.9736751123623253,0.999779252602055,0.7858358869594825,0.9602121474832985,0.9588288222562681,8852057,2472,1437,3462,109,1778,47072,1954,1947,19714,1160,533,8852057,12,1382,43,508,3462,399,871,1669,32,47072,246,295,65,173,19714,4,4,3223,0.9928637914955233,1437,1270,278,238
BraTS2021_00348,"torch.Size([1, 4, 240, 240, 155])",0.9450669288635254,0.9348534345626831,0.9082263708114624,2.8284270763397217,1.0,1.0,21929,343.50528,548.5313720703125,688.87036,434.85733,0.9998555779457092,0.906805157661438,0.9351807832717896,0.9096962809562683,160,20734,1035,8906071,0.9998722199702894,0.8290155440414507,0.9362775722043347,0.8941947565543071,0.999856390096149,1.0,0.9396643194752581,0.9227053140096618,0.9998643049705646,0.9065155807365439,0.9379678886936428,0.908226343319068,8904792,1138,1279,160,33,0,19483,1326,1251,955,113,80,8904792,0,1279,0,0,160,0,0,1138,0,19483,113,0,33,47,955,4,4,1472,0.6759510869519297,1279,0,113,80
BraTS2021_01110,"torch.Size([1, 4, 240, 240, 155])",0.8290006518363953,0.7865100502967834,0.49804002046585083,7.681145668029785,3.7416574954986572,5.385164737701416,42216,384.42606,457.3470764160156,678.99963,288.18814,0.9991543292999268,0.778490424156189,0.7754400968551636,0.4914690852165222,2148,36723,3345,8885784,0.9992450939265459,0.6908648836401529,0.7572306117225492,0.8035952063914781,0.9991062128001311,0.9259776536312849,0.8056259020232552,0.3608370702541106,0.9991756485373684,0.7913268350905113,0.780678954520866,0.498040024757582,8877842,6707,7942,1989,890,159,29585,9485,7138,1207,295,2138,8877842,23,7887,32,0,1989,132,27,6695,207,29585,236,12,660,1466,1207,4,4,10670,0.7619493908146561,7942,159,443,2126
BraTS2021_00221,"torch.Size([1, 4, 240, 240, 155])",0.9809689521789551,0.9732247591018677,0.9273292422294617,1.0,1.0,1.0,27719,302.6099,552.418212890625,654.30035,237.8687,0.9999370574951172,0.959722101688385,0.90590900182724,0.9255814552307129,8988,8370,10361,8900281,0.9999840440384539,0.9677091565993,0.8573702642470551,0.9334963325183374,0.9998957336290843,0.9536048064085447,0.9652329749103943,0.9212431232506515,0.9999398868839697,0.9606052115438498,0.9081099308716911,0.9273292528903138,8899353,142,928,8571,286,417,8079,1344,291,9545,680,816,8899353,0,719,209,0,8571,106,311,119,12,8079,160,23,274,519,9545,4,4,2310,0.9995670995627725,928,417,172,793
BraTS2021_00246,"torch.Size([1, 4, 240, 240, 155])",0.9754012823104858,0.9834865927696228,0.9724144339561462,1.0,1.0,1.0,22112,328.84067,873.3034057617188,906.3114,405.02936,0.9999339580535889,0.9765306711196899,0.9239134788513184,0.9717323184013367,3707,7802,10603,8905888,0.9999904547438632,0.9905791077860904,0.8804711860491974,0.9642095503013445,0.9998847953174349,0.9643916913946587,0.9771853370930531,0.9807601622182401,0.9999376222394963,0.9773100054674686,0.9263106737136262,0.9724144380026183,8904862,85,1026,3575,34,132,7624,1035,178,10399,386,204,8904862,0,873,153,0,3575,21,111,52,4,7624,122,33,30,141,10399,4,4,1455,0.9931271477594975,1026,132,126,171
BraTS2021_01321,"torch.Size([1, 4, 240, 240, 155])",0.9890848994255066,0.9904745817184448,0.9808067679405212,1.0,1.0,1.0,128820,215.81935,438.7507019042969,467.5462,365.19626,0.9998286366462708,0.9593331217765808,0.9448052644729614,0.9794413447380066,15759,33942,79119,8799180,0.9998341911111661,0.9432948788378197,0.9377870201888918,0.9897177860424414,0.9998463493189138,0.9806459800748778,0.9566024394555418,0.9720547529670497,0.9998402701780785,0.9616078650986248,0.9471012907460075,0.9808067539821204,8797828,1459,1352,15454,929,305,32469,2154,1473,76908,799,2211,8797828,0,1306,46,0,15454,0,305,1013,12,32469,448,446,917,848,76908,4,4,3882,0.9989696032946961,1352,305,460,1765
BraTS2021_01496,"torch.Size([1, 4, 240, 240, 155])",0.9602903723716736,0.812502920627594,0.2658959627151489,2.0,6.164413928985596,18.512943267822266,218263,190.93076,208.63491821289062,410.7675,169.87727,0.9990306496620178,0.8070915341377258,0.8595307469367981,0.22056996822357178,57156,160981,126,8709737,0.9981802350163953,0.7292076376975327,0.958335551280199,0.48936170212765956,0.9999011451206851,0.9147246133389321,0.782850150017704,0.18253968253968253,0.9990399489747047,0.811498374116241,0.8617497025478317,0.2658959537572254,8708876,15877,861,52282,19415,4874,126024,5479,34957,23,24,103,8708876,226,635,0,18,52282,4841,15,15856,19092,126024,9,3,97,3,23,4,4,24918,0.9998796051043423,861,4856,19101,100
BraTS2021_00192,"torch.Size([1, 4, 240, 240, 155])",0.9637946486473083,0.9822720885276794,0.9775000214576721,3.316624879837036,1.0,1.0,35722,270.75668,680.3562622070312,826.3871,487.9053,0.9998487234115601,0.9352192878723145,0.9290719628334045,0.975917398929596,1847,21555,12320,8892278,0.9998490842551807,0.9123975409836066,0.9393081315777054,0.9712339743589744,0.9998604407104681,0.9642663779101245,0.9233588494548829,0.9838474025974026,0.9998547624505775,0.9376151618847065,0.931265206812652,0.9775,8891037,1342,1241,1781,171,66,19903,1286,1652,12121,359,199,8891037,0,1205,36,1,1781,11,54,1302,81,19903,269,39,90,70,12121,4,4,1816,0.998348017615648,1241,65,350,160
BraTS2021_00581,"torch.Size([1, 4, 240, 240, 155])",0.957136869430542,0.9741238355636597,0.9598187804222107,2.0,1.4142135381698608,1.0,138460,267.7783,98.73443603515625,675.7075,277.32028,0.9993093013763428,0.9357733130455017,0.9170851707458496,0.9589071869850159,16741,74593,47126,8789540,0.9994406769959154,0.9672235279171696,0.8936958424785273,0.9712777282899168,0.9991983653296987,0.9095633474702826,0.9443513466411058,0.948627084836396,0.9993195064740757,0.9375076960965398,0.9183255765445135,0.9598187927388275,8782494,4915,7046,15227,516,1514,70442,8379,4151,44705,1322,2421,8782494,0,6763,283,102,15227,667,745,3857,0,70442,294,956,516,949,44705,4,4,10217,0.9496916903191253,7046,1412,294,1465
