epoch,log1_dice,log2_dice,dice_diff_log2_minus_log1,log1_hd95,log2_hd95,hd95_diff_log2_minus_log1
29,0.8353950040164518,0.8480732838312784,0.01267827981482661,6.06512145702904,5.823485374450684,-0.24163608257835634
30,0.8468216804270389,0.8564701080322266,0.009648427605187693,6.981279565136759,5.285327752431233,-1.695951812705526
31,0.8465415323328228,0.8400032917658488,-0.006538240566974052,5.878084406591078,8.205592473347982,2.327508066756905
32,0.84526788304151,0.8471542994181315,0.0018864163766214581,5.881762401260663,6.565303961435954,0.683541560175291
33,0.8582646657364902,0.8563403685887655,-0.001924297147724685,5.354100208895935,5.510053634643555,0.1559534257476196
34,0.8515344846307369,0.8498463034629822,-0.0016881811677547098,6.282495398297823,7.380636374155681,1.0981409758578575
35,0.8539438685419712,0.8502677877744039,-0.0036760807675673135,6.378064711245638,6.48430601755778,0.10624130631214257
36,0.852320012709475,0.8446854750315348,-0.007634537677940201,6.141897621699864,5.734717686971028,-0.40717993472883585
37,0.8471873178238757,0.8478419979413351,0.0006546801174593941,5.414460112700302,6.946881294250488,1.5324211815501867
38,0.8488043695355988,0.8476615150769552,-0.001142854458643594,6.528635951647334,5.628840287526448,-0.8997956641208855
39,0.8568569041527997,0.8525692423184713,-0.004287661834328382,5.046553480443208,5.525531768798828,0.47897828835561995
40,0.854023932259957,0.8556042114893595,0.0015802792294025148,5.550294292096498,5.571830749511719,0.02153645741522059
41,0.8549099622601135,0.8535238901774088,-0.0013860720827046924,6.208405385649598,5.611721038818359,-0.596684346831239
42,0.8535766271261119,0.8494792977968851,-0.004097329329226795,5.928420138952113,5.891438961029053,-0.036981177923060216
43,0.8618955019886179,0.859319011370341,-0.0025764906182769165,5.585965414089022,4.908459186553955,-0.6775062275350665
44,0.859985820632438,0.8599076271057129,-7.819352672511215e-05,5.635706495292212,5.330283323923747,-0.30542317136846453
45,0.8630276070228889,0.8630130489667257,-1.4558056163238575e-05,4.921342372268811,5.017886161804199,0.09654378953538778
46,0.8628040584203487,0.8577296733856201,-0.005074385034728568,5.126628296060473,5.775679429372151,0.6490511333116782
47,0.8569164343727008,0.8552480737368265,-0.0016683606358742775,5.995863007888151,6.092150688171387,0.09628768028323531
48,0.8610500335580028,0.866995096206665,0.005945062648662236,5.030299320736169,4.501434167226155,-0.5288651535100133
49,0.8620351993682965,0.8602770765622457,-0.0017581228060508103,4.846172030612858,5.176561991373698,0.33038996076084004
50,0.8583380275827778,0.8507622877756754,-0.007575739807102355,5.4245059414030825,5.828982035319011,0.4044760939159282
51,0.8557350159779554,0.8461099664370219,-0.009625049540933572,5.678591223247566,6.150260766347249,0.4716695430996829
52,0.8690171107695085,0.8618549704551697,-0.007162140314338816,4.609702308699982,5.184791564941406,0.5750892562414238
53,0.8684764776673267,0.8620394269625345,-0.006437050704792169,4.619785231969941,5.265345732371013,0.6455605004010714
54,0.8499205099791981,0.8598195711771647,0.009899061197966574,5.574479098726457,5.503479639689128,-0.07099945903732952
55,0.8640118500553075,0.8663271069526672,0.0023152568973597853,4.793879600856077,5.788172245025635,0.9942926441695574
