epoch,log1_dice,log2_dice,dice_diff_log2_minus_log1,log1_hd95,log2_hd95,hd95_diff_log2_minus_log1
0,0.09078629066546758,0.1050322582013905,0.01424596753592293,75.31717681884766,73.18143717447917,-2.135739644368485
1,0.119096123923858,0.1122521481787165,-0.006843975745141506,75.13765207926433,74.52271016438802,-0.6149419148763116
2,0.16362618779142699,0.590139369169871,0.42651318137844396,73.49866739908855,18.326531092325848,-55.172136306762695
3,0.21047459791103998,0.6847227414449056,0.4742481435338657,69.84819030761719,14.334512074788412,-55.513678232828774
4,0.2812328450381756,0.7176953355471293,0.4364624905089537,57.52364921569824,13.232036590576172,-44.29161262512207
5,0.3141462355852127,0.7275493741035461,0.41340313851833344,50.45888010660807,10.678913752237955,-39.77996635437012
6,0.6911511818567911,0.7442378997802734,0.053086717923482296,17.321068445841473,11.829394976298014,-5.491673469543459
7,0.7451053063074747,0.7640201449394226,0.018914838631947872,10.78244145711263,9.690427621205648,-1.0920138359069824
8,0.7702841361363729,0.7671029766400655,-0.003181159496307373,9.158743540445963,10.149659156799316,0.9909156163533535
9,0.7664419611295065,0.7629865209261576,-0.0034554402033488696,9.541912078857422,9.04964017868042,-0.49227190017700195
10,0.7890281875928243,0.7916320164998373,0.0026038289070129395,9.174031416575113,9.332217534383139,0.15818611780802527
11,0.7703044613202413,0.7782840728759766,0.007979611555735233,9.594497521718344,9.151208559672037,-0.4432889620463065
12,0.7854215304056803,0.7783739765485128,-0.007047553857167488,9.29565954208374,8.96642780303955,-0.32923173904418945
13,0.8084515929222107,0.7773120204607645,-0.031139572461446163,7.722051461537679,10.011847496032715,2.289796034495036
14,0.8044838507970175,0.8077149589856466,0.0032311081886291504,8.728337605794271,7.918440659840901,-0.80989694595337
15,0.8205859263737997,0.8070951302846273,-0.013490796089172363,7.003127892812093,9.000016530354818,1.9968886375427255
16,0.8083532253901163,0.8111000657081604,0.0027468403180440637,10.843844413757324,9.60589599609375,-1.2379484176635742
17,0.8183801770210266,0.821803092956543,0.0034229159355163574,9.717541376749674,7.056935469309489,-2.6606059074401847
18,0.8149198889732361,0.8164027531941732,0.00148286422093713,7.761595408121745,8.167744477589926,0.40614906946818063
19,0.8244657715161642,0.8238547643025717,-0.0006110072135925293,6.9304555257161455,8.073278903961182,1.142823378245036
20,0.8208948373794556,0.8322702248891195,0.011375387509663937,8.014739831288656,7.270028273264567,-0.7447115580240888
21,0.8351664145787557,0.8261435031890869,-0.00902291138966882,6.307006359100342,7.592321395874023,1.2853150367736816
22,0.8165866136550903,0.8333021799723307,0.01671556631724036,10.092865943908691,8.234366734822592,-1.8584992090860997
23,0.827619473139445,0.8279840151468912,0.00036454200744628906,10.304664611816406,8.22360372543335,-2.0810608863830566
24,0.838759164015452,0.8340977629025778,-0.004661401112874275,7.267518202463786,7.43111515045166,0.16359694798787405
25,0.8042446573575338,0.837734599908193,0.03348994255065918,13.470565478006998,7.0837357838948565,-6.386829694112142
26,0.8386397163073221,0.8398171861966451,0.0011774698893229907,6.268233140309651,7.1356587409973145,0.8674256006876631
27,0.8352128863334656,0.8383953968683878,0.003182510534922245,6.329265435536702,6.687373638153076,0.358108202616374
28,0.8467126290003458,0.8478975296020508,0.0011849006017049524,6.627923329671224,6.237099965413411,-0.3908233642578125
29,0.8414409557978312,0.8480732838312784,0.006632328033447266,6.435489336649577,5.823485374450684,-0.6120039621988935
30,0.8499311208724976,0.8564701080322266,0.006538987159729004,5.2126240730285645,5.285327752431233,0.07270367940266897
